title,company,location,salary,experience,education,keyword,date,url
[X01] Python 自動化測試工程師 | 穿戴式 XR 裝置 | 工作地點：新北市,Tezerakt_美商立方體有限公司台灣分公司,新北市板橋區,面議,,,自動化測試工程師,20260715,https://www.104.com.tw/job/8z4i3
