title,company,location,salary,experience,education,keyword,date,url
自動化測試工程師(工作地點：新竹),星通資訊股份有限公司,新竹市,面議,,,自動化測試,20260720,https://www.104.com.tw/job/4ezjt
產品自動化測試工程師,星通資訊股份有限公司,新竹市,面議,,,自動化測試,20260720,https://www.104.com.tw/job/2rokj
【美商大廠】影像晶片-鏡頭 / 演算法測試工程師(41K-63K-月/保年薪14個月/歡迎新鮮人)-竹科-601Y,萬寶華企業管理顧問股份有限公司,新竹市,面議,,,軟體品質保證工程師,20260720,https://www.104.com.tw/job/8y0rk
測試職務_請勿應徵_web_qa_e2e_newweb_自動化測試申請新職缺,104測試_招募公司(請勿應徵),台北市中正區,面議,,,自動化測試,20260720,https://www.104.com.tw/job/93wik
軟韌體測試工程師,常珵科技股份有限公司,新北市樹林區,面議,,,QA,20260720,https://www.104.com.tw/job/7v4ha
