title,company,location,salary,experience,education,keyword,date,url
【QA】軟體品保工程師Software Quality Assurance Engineer(新竹),華晶科技股份有限公司,新竹市,面議,,,QA,20260831,https://www.104.com.tw/job/924lv
產品自動化測試工程師,星通資訊股份有限公司,新竹市,面議,,,自動化測試,20260831,https://www.104.com.tw/job/2rokj
自動化測試工程師(工作地點：新竹),星通資訊股份有限公司,新竹市,面議,,,自動化測試,20260831,https://www.104.com.tw/job/4ezjt
車用軟韌體測試工程師,千竣科技有限公司,新竹縣竹北市,面議,,,QA,20260831,https://www.104.com.tw/job/6q4ll
K- 自動化測試工程師 (工作地點：竹北市) (A01001100),金寶電子工業股份有限公司,新竹縣竹北市,面議,,,自動化測試,20260831,https://www.104.com.tw/job/94f70
測試工程師,台灣新光保全股份有限公司(SKS),台北市內湖區,面議,,,測試工程師,20260831,https://www.104.com.tw/job/8cu7d
Senior Software Engineer – AI Virtual Agent,甌圖軟體開發股份有限公司,台北市大同區,面議,,,軟體品質保證,20260831,https://www.104.com.tw/job/94cqr
٩(๑•̀ω•́๑)۶專案經理 (Project Manager),數位無限軟體股份有限公司,台北市松山區,面議,,,軟體品質保證,20260831,https://www.104.com.tw/job/9165g
軟體開發工程師,邦捷股份有限公司,台北市內湖區,面議,,,品檢軟體工程師,20260831,https://www.104.com.tw/job/8tkjd
品管工程師 (上班地點：新北產業園區),斯其大科技股份有限公司,新北市五股區,面議,,,測試工程師,20260831,https://www.104.com.tw/job/8zsa1
API自動化測試職務_C1182313,104測試_招募管理Pro公司 (請勿應徵),新北市金山區,面議,,,自動化測試,20260831,https://www.104.com.tw/job/95dga
測試職務_請勿應徵_web_qa_API_C_P1_自動化測試新增職務_C1103785,104測試_APP公司(請勿應徵),新北市新店區,面議,,,自動化測試,20260831,https://www.104.com.tw/job/95dg1
【營運發展室】品保工程師,碩晨生醫股份有限公司,苗栗縣竹南鎮,面議,,,自動化測試,20260831,https://www.104.com.tw/job/6ichz
現場操作測試人員,瑟菲克斯科技股份有限公司,台中市南屯區,面議,,,自動化測試,20260831,https://www.104.com.tw/job/91ar1
