title,company,location,salary,experience,education,keyword,date,url
測試&自動化測試工程師_新竹_09425,緯創資通股份有限公司,新竹市,面議,,,自動化測試,20260909,https://www.104.com.tw/job/8n74v
ATE/ICT自動化測試工程副理(經理)/工程師_07375,緯創資通股份有限公司,新竹市,面議,,,自動化測試,20260909,https://www.104.com.tw/job/8pfhy
自動化測試軟韌體開發工程師_15613,和碩集團_和碩聯合科技股份有限公司,台北市北投區,面議,,,自動化測試,20260909,https://www.104.com.tw/job/916nv
軟韌體自動化測試開發工程師_15792,和碩集團_和碩聯合科技股份有限公司,台北市北投區,面議,,,自動化測試,20260909,https://www.104.com.tw/job/928e6
.NET 後端工程師,多奇數位創意有限公司,台北市中山區,面議,,,軟體品質保證工程師,20260909,https://www.104.com.tw/job/8t5hw
Java (spring boot) 後端工程師,多奇數位創意有限公司,台北市中山區,面議,,,軟體品質保證工程師,20260909,https://www.104.com.tw/job/94p9e
Java (spring boot) 後端工程師,多奇數位創意有限公司,台北市中山區,面議,,,軟體品質保證工程師,20260909,https://www.104.com.tw/job/94p9g
【AI Data Center】測試開發工程師-E事業群,鴻海精密工業股份有限公司,新北市土城區,面議,,,SDET,20260909,https://www.104.com.tw/job/958s2
*CESBG AI Server HPC-自動化測試平台工程師/資深工程師 (新北土城),鴻海精密工業股份有限公司,新北市土城區,面議,,,自動化測試,20260909,https://www.104.com.tw/job/92ati
軟體工程師,盛源精密工業股份有限公司,新北市新莊區,面議,,,軟體品質保證工程師,20260909,https://www.104.com.tw/job/8xv5r
