title,company,location,salary,experience,education,keyword,date,url
『竹北』軟韌體測試工程師,上尚科技股份有限公司,新竹縣竹北市,面議,,,QA,20260709,https://www.104.com.tw/job/85wna
Google 專案 | (新店) Python 整合開發工程師 | Backend + Cloud [111655],HCL Technologies Taiwan_台灣愛渠西來技術股份有限公司,新北市新店區,面議,,,SDET,20260709,https://www.104.com.tw/job/8vq68
(新店) Back-end Developer | Backend + Cloud [111655],HCL Technologies Taiwan_台灣愛渠西來技術股份有限公司,新北市新店區,面議,,,SDET,20260709,https://www.104.com.tw/job/91kim
軟韌體測試工程師(台中),勝品電通股份有限公司,台中市北區,面議,,,QA,20260709,https://www.104.com.tw/job/92z5n
